Dataset,k,L,K,T,RATIO,RECALL,AVG_TIME,COST,DATE
audio,10,2,18,24,1.00006,0.997,0.30073,0.0211407,1325.58,
audio,20,2,18,24,1.0001,0.9955,0.3312,0.0220324,1325.58,
audio,30,2,18,24,1.00012,0.994333,0.30284,0.0229825,1325.58,
audio,40,2,18,24,1.00015,0.992,0.37207,0.0238854,1325.58,
audio,50,2,18,24,1.00018,0.9922,0.34892,0.0247705,1325.58,
audio,60,2,18,24,1.00018,0.992833,0.35559,0.0256497,1325.58,
audio,70,2,18,24,1.00018,0.993429,0.47935,0.0265119,1325.58,
audio,80,2,18,24,1.00019,0.993,0.39419,0.0273531,1325.58,
audio,90,2,18,24,1.00019,0.992333,0.41017,0.0282217,1325.58,
audio,100,2,18,24,1.00018,0.993,0.43216,0.0290907,1325.58,
audio,100,2,18,24,1.00032,0.9883,0.33242,0.0247705,1325.58,
audio,50,2,18,24,1.00013,0.9938,0.33844,0.0246847,1325.58,
audio,1,2,18,24,1,1,0.30675,0.020349,1325.58,
audio,10,2,18,24,1.00007,0.995,0.34127,0.0211781,1325.58,
audio,20,2,18,24,1.00012,0.995,0.34738,0.0220795,1325.58,
audio,30,2,18,24,1.00013,0.995333,0.33525,0.0230184,1325.58,
audio,40,2,18,24,1.00013,0.995,0.33232,0.0239157,1325.58,
audio,50,2,18,24,1.00014,0.994,0.3713,0.0247534,1325.58,
audio,60,2,18,24,1.00016,0.994,0.39342,0.0256431,1325.58,
audio,70,2,18,24,1.00016,0.994571,0.41674,0.0265019,1325.58,
audio,80,2,18,24,1.00015,0.9945,0.4265,0.0273579,1325.58,
audio,90,2,18,24,1.00016,0.993667,0.39934,0.0282461,1325.58,
audio,100,2,18,24,1.00017,0.994,0.45588,0.0290904,1325.58,
audio,100,2,18,24,1.00024,0.9913,0.32756,0.0247534,1325.58,
audio,1,2,18,24,1,1,0.29576,0.0203534,1325.58,
audio,10,2,18,24,1.00006,0.998,0.30252,0.0211621,1325.58,
audio,20,2,18,24,1.00011,0.9955,0.325,0.0220617,1325.58,
audio,30,2,18,24,1.00012,0.995333,0.34348,0.0230149,1325.58,
audio,40,2,18,24,1.00013,0.99475,0.36027,0.0239196,1325.58,
audio,50,2,18,24,1.00015,0.9946,0.40477,0.0248047,1325.58,
audio,60,2,18,24,1.00015,0.994667,0.36644,0.0256661,1325.58,
audio,70,2,18,24,1.00016,0.994857,0.36557,0.0265309,1325.58,
audio,80,2,18,24,1.00015,0.99475,0.4048,0.0273647,1325.58,
audio,90,2,18,24,1.00014,0.993889,0.40049,0.0282346,1325.58,
audio,100,2,18,24,1.00013,0.9945,0.4563,0.0290931,1325.58,
audio,100,2,18,24,1.00023,0.9912,0.32654,0.0248047,1325.58,
audio,1,2,18,24,1.0006,0.99,0.27833,0.0203803,1325.58,
audio,10,2,18,24,1.00018,0.998,0.30844,0.0212038,1325.58,
audio,20,2,18,24,1.00015,0.996,0.32147,0.0221084,1325.58,
audio,30,2,18,24,1.00014,0.996333,0.37323,0.0230552,1325.58,
audio,40,2,18,24,1.00014,0.9955,0.36301,0.0239463,1325.58,
audio,50,2,18,24,1.00016,0.9948,0.33493,0.024813,1325.58,
audio,60,2,18,24,1.00012,0.995167,0.36667,0.0256713,1325.58,
audio,70,2,18,24,1.00013,0.994714,0.38011,0.0265104,1325.58,
audio,80,2,18,24,1.00014,0.994125,0.3999,0.0273704,1325.58,
audio,90,2,18,24,1.00014,0.994444,0.37362,0.0282284,1325.58,
audio,100,2,18,24,1.00014,0.9944,0.43945,0.0291168,1325.58,
audio,100,2,18,24,1.00026,0.9907,0.31828,0.024813,1325.58,
audio,50,2,18,24,1.00015,0.9932,0.36469,0.0247646,1325.58,
audio,1,2,18,24,1,1,0.31443,0.0203571,1325.58,
audio,10,2,18,24,1.00005,0.998,0.28263,0.0211746,1325.58,
audio,20,2,18,24,1.00009,0.9955,0.32586,0.0220649,1325.58,
audio,30,2,18,24,1.0001,0.996667,0.34308,0.0229826,1325.58,
audio,40,2,18,24,1.0001,0.99575,0.36983,0.0238814,1325.58,
audio,50,2,18,24,1.00011,0.995,0.39132,0.0247395,1325.58,
audio,60,2,18,24,1.00012,0.994833,0.36003,0.0256012,1325.58,
audio,70,2,18,24,1.00011,0.994286,0.38914,0.0264966,1325.58,
audio,80,2,18,24,1.00013,0.994125,0.38064,0.0273475,1325.58,
audio,90,2,18,24,1.00014,0.993889,0.38983,0.028261,1325.58,
audio,100,2,18,24,1.00014,0.9943,0.43759,0.0291103,1325.58,
audio,100,2,18,24,1.00021,0.9909,0.34413,0.0247395,1325.58,
audio,1,2,18,24,1,1,0.3158,0.0203896,1325.58,
audio,10,2,18,24,1.00004,0.999,0.3176,0.0212001,1325.58,
audio,20,2,18,24,1.00006,0.9965,0.30472,0.0221079,1325.58,
audio,30,2,18,24,1.00009,0.995333,0.37148,0.0230227,1325.58,
audio,40,2,18,24,1.00011,0.9955,0.36464,0.0239316,1325.58,
audio,50,2,18,24,1.00012,0.9952,0.33545,0.0247895,1325.58,
audio,60,2,18,24,1.00012,0.995667,0.38632,0.025653,1325.58,
audio,70,2,18,24,1.00013,0.995,0.38399,0.0265029,1325.58,
audio,80,2,18,24,1.00013,0.995125,0.39167,0.0273363,1325.58,
audio,90,2,18,24,1.00012,0.994444,0.41516,0.0282201,1325.58,
audio,100,2,18,24,1.00011,0.9949,0.43495,0.0290878,1325.58,
audio,100,2,18,24,1.0002,0.9912,0.3162,0.0247895,1325.58,
audio,1,2,18,24,1,1,0.31346,0.020332,1325.58,
audio,10,2,18,24,1.00003,0.998,0.33311,0.0211311,1325.58,
audio,20,2,18,24,1.00006,0.997,0.3532,0.0220605,1325.58,
audio,30,2,18,24,1.00008,0.997,0.31544,0.0230018,1325.58,
audio,40,2,18,24,1.00009,0.99625,0.38253,0.0239035,1325.58,
audio,50,2,18,24,1.00011,0.9952,0.36001,0.0247962,1325.58,
audio,60,2,18,24,1.00011,0.995333,0.39107,0.0256661,1325.58,
audio,70,2,18,24,1.00011,0.994857,0.39702,0.0265411,1325.58,
audio,80,2,18,24,1.00012,0.995125,0.39828,0.0273951,1325.58,
audio,90,2,18,24,1.00012,0.995,0.42572,0.0282632,1325.58,
audio,100,2,18,24,1.00013,0.9944,0.40573,0.0291426,1325.58,
audio,100,2,18,24,1.00021,0.9916,0.36975,0.0247962,1325.58,
audio,50,2,18,24,1.00011,0.9946,0.33907,0.0248196,1325.58,
audio,1,2,18,24,1,1,0.33687,0.0202927,1325.58,
audio,10,2,18,24,1.00001,0.999,0.34435,0.0211086,1325.58,
audio,20,2,18,24,1.00003,0.9965,0.29472,0.0220235,1325.58,
audio,30,2,18,24,1.00006,0.996667,0.36489,0.0229313,1325.58,
audio,40,2,18,24,1.00007,0.99675,0.32057,0.0238537,1325.58,
audio,50,2,18,24,1.00009,0.9954,0.33659,0.024715,1325.58,
audio,60,2,18,24,1.0001,0.995167,0.35743,0.0255768,1325.58,
audio,70,2,18,24,1.00011,0.995,0.34254,0.0264477,1325.58,
audio,80,2,18,24,1.00012,0.99475,0.437,0.0272715,1325.58,
audio,90,2,18,24,1.00013,0.994333,0.42525,0.0281717,1325.58,
audio,100,2,18,24,1.00015,0.9942,0.38988,0.029045,1325.58,
audio,100,2,18,24,1.00022,0.9914,0.35785,0.024715,1325.58,
